Protein,Sensitivity,Specificity

SaCD00810991,0.5033333333333333,0.9966666666666667

SaCD00818035,0.5066666666666667,1.0

SaCD00818044,0.7566666666666667,0.7

PaCD00632123,0.5066666666666667,1.0

PaCD00812528,0.5033333333333333,0.99

PaCD00812537,0.5133333333333333,0.99

SaCD00810993,0.8633333333333333,0.6

SaCD00818036,0.5,0.9966666666666667

SaCD00818046,0.7566666666666667,0.7933333333333333

PaCD00632125,0.5,1.0

PaCD00812529,0.51,0.99

PaCD00812538,0.5,0.99

SaCD00810994,0.5,1.0

SaCD00818037,0.5,1.0

PaCD00632039,0.5,1.0

PaCD00632126,0.6166666666666667,0.8466666666666667

PaCD00812530,0.5,0.9966666666666667

PaCD00812539,0.5,0.9866666666666667

PaCD00632040,0.5,1.0

PaCD00632048,0.5,1.0

PaCD00632057,0.5033333333333333,0.99

PaCD00812540,0.5033333333333333,0.9966666666666667

PaCD00812551,0.5033333333333333,0.99

PaCD00812560,0.5066666666666667,0.9866666666666667

PaCD00632041,0.5,1.0

PaCD00632049,0.5,1.0

PaCD00632058,0.5066666666666667,1.0

PaCD00812541,0.5,0.9933333333333333

PaCD00812553,0.5,0.9933333333333333

PaCD00812561,0.53,0.9633333333333334

PaCD00632042,0.5933333333333334,0.8966666666666666

PaCD00632050,0.5033333333333333,1.0

PaCD00632059,0.5166666666666667,0.97

PaCD00812542,0.5033333333333333,0.99

PaCD00812554,0.5033333333333333,0.9966666666666667

PaCD00812563,0.5033333333333333,0.9966666666666667

PaCD00632043,0.5033333333333333,0.9933333333333333

PaCD00632051,0.5033333333333333,0.9966666666666667

PaCD00632060,0.5,0.9933333333333333

PaCD00812544,0.5033333333333333,0.9866666666666667

PaCD00812555,0.5,0.9966666666666667

PaCD00812564,0.5033333333333333,1.0

PaCD00632044,0.5033333333333333,0.9966666666666667

PaCD00632052,0.5,1.0

PaCD00632062,0.5,1.0

PaCD00812545,0.51,0.9933333333333333

PaCD00812556,0.5,0.9966666666666667

PaCD00812565,0.5033333333333333,0.9966666666666667

PaCD00632045,0.5,0.9966666666666667

PaCD00632053,0.5033333333333333,0.9966666666666667

PaCD00632063,0.5033333333333333,1.0

PaCD00812548,0.5,1.0

PaCD00812557,0.5033333333333333,1.0

PaCD00812568,0.5,1.0

PaCD00632046,0.5,1.0

PaCD00632054,0.5,1.0

PaCD00632064,0.5033333333333333,1.0

PaCD00812549,0.5033333333333333,0.9966666666666667

PaCD00812558,0.5033333333333333,0.9866666666666667

PaCD00812569,0.5066666666666667,1.0

PaCD00632047,0.5133333333333333,0.9866666666666667

PaCD00632055,0.5,0.9966666666666667

PaCD00632065,0.5,1.0

PaCD00812550,0.5033333333333333,1.0

PaCD00812559,0.5,1.0

PaCD00812570,0.5,0.9966666666666667

PaCD00812572,0.5033333333333333,0.99

PaCD00812584,0.5,1.0

PaCD00812593,0.5,1.0

PaCD00813629,0.5,1.0

PaCD00813638,0.5,1.0

PaCD00813650,0.5133333333333333,0.98

PaCD00812575,0.5133333333333333,0.9833333333333333

PaCD00812585,0.5,0.9966666666666667

PaCD00812594,0.5,1.0

PaCD00813630,0.5033333333333333,0.9966666666666667

PaCD00813639,0.5,1.0

PaCD00813651,0.5133333333333333,0.9966666666666667

PaCD00812577,0.5,1.0

PaCD00812586,0.5,1.0

PaCD00812596,0.5066666666666667,1.0

PaCD00813632,0.5,1.0

PaCD00813644,0.5033333333333333,1.0

PaCD00813652,0.5466666666666666,0.9433333333333334

PaCD00812578,0.5033333333333333,1.0

PaCD00812587,0.5033333333333333,1.0

PaCD00812597,0.5133333333333333,0.9766666666666667

PaCD00813633,0.5,1.0

PaCD00813645,0.5,1.0

PaCD00813653,0.5,1.0

PaCD00812579,0.5,1.0

PaCD00812588,0.5033333333333333,1.0

PaCD00812601,0.5066666666666667,1.0

PaCD00813634,0.5066666666666667,0.9966666666666667

PaCD00813646,0.5,1.0

PaCD00813654,0.5,0.9966666666666667

PaCD00812580,0.5,0.9966666666666667

PaCD00812589,0.5066666666666667,1.0

PaCD00812604,0.5,1.0

PaCD00813635,0.5033333333333333,1.0

PaCD00813647,0.5,0.9933333333333333

PaCD00813655,0.5,1.0

PaCD00812581,0.6033333333333334,0.8933333333333333

PaCD00812591,0.5,1.0

PaCD00812605,0.5,0.9966666666666667

PaCD00813636,0.5,1.0

PaCD00813648,0.5033333333333333,0.9966666666666667

PaCD00813656,0.51,1.0

PaCD00812583,0.5,1.0

PaCD00812592,0.5,1.0

PaCD00812608,0.5,1.0

PaCD00813637,0.5,0.9966666666666667

PaCD00813649,0.5,1.0

PaCD00813657,0.5033333333333333,1.0

PaCD00812609,0.5,0.9966666666666667

PaCD00812621,0.5,1.0

PaCD00812631,0.5033333333333333,0.9933333333333333

PaCD00813658,0.5,0.9966666666666667

PaCD00813669,0.5,1.0

PaCD00813678,0.5,1.0

PaCD00812610,0.5,0.9966666666666667

PaCD00812624,0.5,1.0

PaCD00812632,0.5033333333333333,0.9966666666666667

PaCD00813659,0.5,1.0

PaCD00813670,0.5,0.9966666666666667

AbCD00837801,0.5,1.0

PaCD00812611,0.5233333333333333,1.0

PaCD00812625,0.5,0.99

PaCD00812633,0.5,1.0

PaCD00813661,0.5,1.0

PaCD00813671,0.5,1.0

AbCD00837802,0.5,1.0

PaCD00812612,0.5033333333333333,0.9966666666666667

PaCD00812626,0.5,1.0

PaCD00812634,0.5033333333333333,0.9933333333333333

PaCD00813663,0.5,0.9966666666666667

PaCD00813672,0.5,0.9966666666666667

AbCD00837803,0.5,1.0

PaCD00812616,0.5,0.9966666666666667

PaCD00812627,0.5,1.0

PaCD00812635,0.5,1.0

PaCD00813664,0.5,1.0

PaCD00813673,0.5,0.9966666666666667

AbCD00837804,0.5,0.9966666666666667

PaCD00812617,0.5,1.0

PaCD00812628,0.5,0.9933333333333333

PaCD00812636,0.5466666666666666,0.9366666666666666

PaCD00813665,0.5,1.0

PaCD00813674,0.5,1.0

AbCD00837805,0.5,1.0

PaCD00812619,0.5,1.0

PaCD00812629,0.5,1.0

PaCD00812637,0.5033333333333333,0.9866666666666667

PaCD00813667,0.5033333333333333,0.9966666666666667

PaCD00813675,0.5,1.0

AbCD00837806,0.5,1.0

PaCD00812620,0.5,1.0

PaCD00812630,0.5033333333333333,0.9966666666666667

PaCD00812638,0.5133333333333333,0.9833333333333333

PaCD00813668,0.5,0.9966666666666667

PaCD00813676,0.5,1.0

AbCD00837807,0.5066666666666667,1.0

PaCD00812639,0.5,1.0

PaCD00812651,0.5,1.0

PaCD00812660,0.5,0.9966666666666667

AbCD00837809,0.5,1.0

AbCD00837819,0.5,1.0

AbCD00837828,0.5,1.0

PaCD00812640,0.5,1.0

PaCD00812652,0.5466666666666666,0.96

PaCD00812661,0.5,1.0

AbCD00837811,0.5,1.0

AbCD00837820,0.5033333333333333,0.9966666666666667

AbCD00837829,0.5,1.0

PaCD00812641,0.5066666666666667,0.99

PaCD00812653,0.5166666666666667,0.9833333333333333

PaCD00812662,0.5,0.9966666666666667

AbCD00837812,0.5,1.0

AbCD00837821,0.5,1.0

AbCD00837830,0.5,0.9933333333333333

PaCD00812643,0.5,1.0

PaCD00812655,0.5,1.0

PaCD00812663,0.5,1.0

AbCD00837813,0.5,1.0

AbCD00837822,0.5033333333333333,1.0

AbCD00837832,0.5166666666666667,0.99

PaCD00812646,0.5,0.9966666666666667

PaCD00812656,0.5,1.0

PaCD00812664,0.5,1.0

AbCD00837814,0.5,1.0

AbCD00837823,0.5,1.0

AbCD00837833,0.5066666666666667,1.0

PaCD00812647,0.5,1.0

PaCD00812657,0.5033333333333333,1.0

PaCD00812665,0.5,1.0

AbCD00837815,0.5133333333333333,0.9933333333333333

AbCD00837824,0.5133333333333333,0.9966666666666667

AbCD00837834,0.5,0.9933333333333333

PaCD00812648,0.5,1.0

PaCD00812658,0.5033333333333333,1.0

PaCD00812666,0.5,0.9966666666666667

AbCD00837816,0.5033333333333333,1.0

AbCD00837826,0.51,0.99

AbCD00837835,0.5,1.0

PaCD00812649,0.5066666666666667,0.9966666666666667

PaCD00812659,0.5,0.9966666666666667

PaCD00812667,0.5,1.0

AbCD00837818,0.51,0.9933333333333333

AbCD00837827,0.5,1.0

AbCD00837837,0.5,1.0

PaCD00812668,0.5,1.0

PaCD00812684,0.5,1.0

PaCD00813619,0.5,1.0

AbCD00837838,0.5,1.0

AbCD00837847,0.5066666666666667,0.9933333333333333

AbCD00837856,0.5,1.0

PaCD00812670,0.5,1.0

PaCD00812685,0.5433333333333333,0.9666666666666667

PaCD00813621,0.5,0.9966666666666667

AbCD00837839,0.5066666666666667,1.0

AbCD00837848,0.5,1.0

AbCD00837858,0.5033333333333333,0.9966666666666667

PaCD00812671,0.5,1.0

PaCD00812686,0.5,1.0

PaCD00813623,0.5,1.0

AbCD00837840,0.5,1.0

AbCD00837849,0.5,1.0

AbCD00837860,0.5,1.0

PaCD00812675,0.5,1.0

PaCD00812687,0.5,0.9966666666666667

PaCD00813624,0.5033333333333333,1.0

AbCD00837842,0.5,1.0

AbCD00837850,0.5,1.0

AbCD00837861,0.5,1.0

PaCD00812676,0.5,1.0

PaCD00812688,0.5,1.0

PaCD00813625,0.5033333333333333,0.9966666666666667

AbCD00837843,0.5,1.0

AbCD00837851,0.5,1.0

AbCD00837862,0.51,0.9933333333333333

PaCD00812677,0.5233333333333333,0.9666666666666667

PaCD00813616,0.5,1.0

PaCD00813626,0.51,0.9966666666666667

AbCD00837844,0.5066666666666667,0.99

AbCD00837852,0.5,1.0

AbCD00837863,0.5,1.0

PaCD00812682,0.5,1.0

PaCD00813617,0.5,1.0

PaCD00813627,0.5033333333333333,1.0

AbCD00837845,0.5,1.0

AbCD00837854,0.5066666666666667,1.0

AbCD00837864,0.5,1.0

PaCD00812683,0.5,1.0

PaCD00813618,0.5,1.0

PaCD00813628,0.5,0.9966666666666667

AbCD00837846,0.5,0.9966666666666667

AbCD00837855,0.5033333333333333,1.0

AbCD00837865,0.5,1.0

AbCD00837866,0.5,1.0

AbCD00837876,0.5,1.0

AbCD00837887,0.5,1.0

LpCD00837964,0.5,1.0

LpCD00837974,0.5,1.0

LpCD00837982,0.5133333333333333,0.9933333333333333

AbCD00837868,0.5,1.0

AbCD00837877,0.5,1.0

AbCD00837888,0.5,1.0

LpCD00837965,0.5,1.0

LpCD00837975,0.5,1.0

LpCD00837984,0.5,0.9966666666666667

AbCD00837869,0.5,0.9966666666666667

AbCD00837878,0.5033333333333333,0.9933333333333333

AbCD00837890,0.5133333333333333,0.9966666666666667

LpCD00837966,0.5,1.0

LpCD00837976,0.5,1.0

LpCD00837985,0.5,0.9966666666666667

AbCD00837870,0.5133333333333333,0.9933333333333333

AbCD00837879,0.5066666666666667,0.9933333333333333

AbCD00837891,0.5666666666666667,0.9466666666666667

LpCD00837967,0.5,1.0

LpCD00837977,0.5,1.0

LpCD00837986,0.5066666666666667,0.98

AbCD00837871,0.5,1.0

AbCD00837880,0.5,1.0

AbCD00837892,0.5033333333333333,1.0

LpCD00837968,0.5033333333333333,1.0

LpCD00837978,0.5,1.0

LpCD00837987,0.5,1.0

AbCD00837872,0.5,0.9966666666666667

AbCD00837881,0.5,1.0

AbCD00837893,0.5,1.0

LpCD00837970,0.5,0.9966666666666667

LpCD00837979,0.5,1.0

LpCD00837989,0.5033333333333333,1.0

AbCD00837874,0.5,1.0

AbCD00837884,0.5,1.0

AbCD00837894,0.5033333333333333,0.9866666666666667

LpCD00837971,0.5,1.0

LpCD00837980,0.5066666666666667,0.99

LpCD00837990,0.5,0.9933333333333333

AbCD00837875,0.5433333333333333,0.9666666666666667

AbCD00837885,0.5,1.0

AbCD00837895,0.5066666666666667,1.0

LpCD00837973,0.5,1.0

LpCD00837981,0.5066666666666667,0.9566666666666667

LpCD00837992,0.5,1.0

AbCD00837896,0.5566666666666666,0.99

AbCD00837905,0.5,1.0

AbCD00837916,0.5,1.0

LpCD00837994,0.5,1.0

LpCD00838004,0.5,1.0

LpCD00838016,0.5,1.0

AbCD00837897,0.5,1.0

AbCD00837906,0.5,0.9966666666666667

AbCD00837917,0.5033333333333333,0.9966666666666667

LpCD00837995,0.51,0.9633333333333334

LpCD00838006,0.5066666666666667,0.9866666666666667

LpCD00838017,0.5,1.0

AbCD00837899,0.5033333333333333,0.9933333333333333

AbCD00837908,0.5,1.0

AbCD00837918,0.5,1.0

LpCD00837997,0.5,0.9966666666666667

LpCD00838007,0.5,1.0

LpCD00838018,0.5,1.0

AbCD00837900,0.5,0.9966666666666667

AbCD00837909,0.51,0.9933333333333333

AbCD00837919,0.5033333333333333,1.0

LpCD00837998,0.5,1.0

LpCD00838010,0.5,0.9966666666666667

LpCD00838019,0.5033333333333333,0.9966666666666667

AbCD00837901,0.5,1.0

AbCD00837912,0.5033333333333333,0.9966666666666667

AbCD00837920,0.5033333333333333,1.0

LpCD00837999,0.5,1.0

LpCD00838012,0.5,1.0

LpCD00838022,0.5033333333333333,1.0

AbCD00837902,0.5,0.9933333333333333

AbCD00837913,0.5,1.0

AbCD00837922,0.5,1.0

LpCD00838000,0.5,0.9966666666666667

LpCD00838013,0.5033333333333333,0.9966666666666667

LpCD00838025,0.51,0.98

AbCD00837903,0.5,1.0

AbCD00837914,0.5,0.9966666666666667

AbCD00837923,0.5,1.0

LpCD00838001,0.5,1.0

LpCD00838014,0.5,0.9933333333333333

LpCD00838026,0.5,1.0

AbCD00837904,0.5,1.0

AbCD00837915,0.5,1.0

AbCD00837924,0.5,0.9933333333333333

LpCD00838002,0.5066666666666667,0.9833333333333333

LpCD00838015,0.5166666666666667,0.9866666666666667

LpCD00838027,0.5,1.0

AbCD00837925,0.5033333333333333,0.99

AbCD00837933,0.5033333333333333,1.0

AbCD00837942,0.5,0.9933333333333333

LpCD00838029,0.5,1.0

LpCD00838038,0.5,1.0

LpCD00838047,0.5,1.0

AbCD00837926,0.5066666666666667,0.9933333333333333

AbCD00837934,0.5,1.0

AbCD00837943,0.5,1.0

LpCD00838031,0.5,1.0

LpCD00838039,0.5,0.9966666666666667

LpCD00838048,0.5033333333333333,0.9966666666666667

AbCD00837927,0.51,0.99

AbCD00837935,0.5,1.0

AbCD00841608,0.5033333333333333,1.0

LpCD00838032,0.5,0.9966666666666667

LpCD00838040,0.5166666666666667,0.9866666666666667

LpCD00838049,0.5,0.9966666666666667

AbCD00837928,0.5166666666666667,0.98

AbCD00837936,0.5,1.0

AbCD00841609,0.5,1.0

LpCD00838033,0.5,1.0

LpCD00838042,0.5033333333333333,0.9966666666666667

LpCD00838050,0.5,0.9966666666666667

AbCD00837929,0.5066666666666667,1.0

AbCD00837937,0.5033333333333333,0.9933333333333333

AbCD00841610,0.5,1.0

LpCD00838034,0.5,1.0

LpCD00838043,0.5,1.0

LpCD00838051,0.5033333333333333,1.0

AbCD00837930,0.5,1.0

AbCD00837939,0.5,0.9966666666666667

AbCD00841611,0.5,1.0

LpCD00838035,0.5033333333333333,1.0

LpCD00838044,0.5133333333333333,1.0

LpCD00838052,0.51,0.9933333333333333

AbCD00837931,0.5033333333333333,1.0

AbCD00837940,0.5033333333333333,0.9966666666666667

AbCD00841612,0.5,0.9966666666666667

LpCD00838036,0.5,1.0

LpCD00838045,0.5,1.0

LpCD00838053,0.5,1.0

AbCD00837932,0.5,1.0

AbCD00837941,0.5033333333333333,1.0

AbCD00841614,0.5,1.0

LpCD00838037,0.5,1.0

LpCD00838046,0.5033333333333333,1.0

LpCD00838054,0.5,1.0

AbCD00841616,0.5,1.0

CaCD00837948,0.5,1.0

LpCD00837956,0.5,1.0

LpCD00838055,0.5,1.0

LpCD00838063,0.5,1.0

LpCD00838071,0.5,1.0

AbCD00841617,0.5,1.0

CaCD00837949,0.5,1.0

LpCD00837957,0.5,0.9966666666666667

LpCD00838056,0.5,1.0

LpCD00838064,0.5,1.0

LpCD00838072,0.5,1.0

AbCD00841618,0.5,1.0

CaCD00837950,0.5,0.9966666666666667

LpCD00837958,0.5,1.0

LpCD00838057,0.5,1.0

LpCD00838065,0.5,1.0

LpCD00838073,0.5033333333333333,0.9966666666666667

AbCD00841620,0.5,0.9966666666666667

CaCD00837951,0.5,1.0

LpCD00837959,0.5,0.9966666666666667

LpCD00838058,0.5,1.0

LpCD00838066,0.5,1.0

LpCD00838074,0.5,1.0

CaCD00837944,0.5,1.0

CaCD00837952,0.5,0.9966666666666667

LpCD00837960,0.5,1.0

LpCD00838059,0.5,1.0

LpCD00838067,0.5,1.0

LpCD00838075,0.5,1.0

CaCD00837945,0.5,1.0

CaCD00837953,0.5,0.9933333333333333

LpCD00837961,0.5,1.0

LpCD00838060,0.5,1.0

LpCD00838068,0.5,0.9933333333333333

LpCD00838076,0.5233333333333333,0.98

CaCD00837946,0.5033333333333333,1.0

CaCD00837954,0.5033333333333333,1.0

LpCD00837962,0.5033333333333333,1.0

LpCD00838061,0.5033333333333333,1.0

LpCD00838069,0.5,1.0

LpCD00838077,0.5,1.0

CaCD00837947,0.5,1.0

CaCD00837955,0.5,0.9966666666666667

LpCD00837963,0.5,1.0

LpCD00838062,0.5,1.0

LpCD00838070,0.5,1.0

LpCD00838078,0.5033333333333333,1.0

LpCD00838079,0.5,0.9966666666666667

LpCD00838090,0.5,1.0

LpCD00841632,0.5,1.0

NmCD00838190,0.5,1.0

NmCD00838200,0.5,1.0

NmCD00841646,0.5,1.0

LpCD00838080,0.5,1.0

LpCD00838091,0.5,1.0

LpCD00841633,0.5,1.0

NmCD00838191,0.5,1.0

NmCD00838201,0.5,1.0

NmCD00841648,0.5,1.0

LpCD00838081,0.5,1.0

LpCD00838092,0.5033333333333333,1.0

LpCD00841634,0.5,1.0

NmCD00838193,0.5,1.0

NmCD00838202,0.5033333333333333,0.9933333333333333

NmCD00841649,0.5066666666666667,0.9966666666666667

LpCD00838084,0.5,1.0

LpCD00838093,0.5,1.0

LpCD00841635,0.53,0.9733333333333334

NmCD00838194,0.5,1.0

NmCD00838203,0.5033333333333333,0.9933333333333333

NmCD00841651,0.5,1.0

LpCD00838086,0.5,1.0

LpCD00838094,0.5333333333333333,0.9533333333333334

LpCD00841636,0.5,1.0

NmCD00838195,0.5,1.0

NmCD00841642,0.5,1.0

NmCD00841653,0.5,1.0

LpCD00838087,0.5,1.0

LpCD00838095,0.5,1.0

LpCD00841637,0.5,1.0

NmCD00838197,0.5033333333333333,0.99

NmCD00841643,0.5,0.9966666666666667

NmCD00841654,0.5033333333333333,0.9933333333333333

LpCD00838088,0.5,1.0

LpCD00838096,0.5,1.0

LpCD00841639,0.5,1.0

NmCD00838198,0.51,0.9933333333333333

NmCD00841644,0.5,0.9933333333333333

PgCD00838204,0.5033333333333333,1.0

LpCD00838089,0.5,0.9966666666666667

LpCD00841631,0.5,1.0

LpCD00841640,0.5,1.0

NmCD00838199,0.5,0.99

NmCD00841645,0.5,1.0

PgCD00838205,0.5,1.0

LpCD00841641,0.5266666666666666,0.9833333333333333

NmCD00838107,0.5,1.0

NmCD00838117,0.5,0.9966666666666667

PgCD00838206,0.5,0.9966666666666667

PgCD00838215,0.5,1.0

PgCD00838223,0.5133333333333333,0.9633333333333334

NmCD00838099,0.5,1.0

NmCD00838109,0.5066666666666667,1.0

NmCD00838118,0.5033333333333333,0.9933333333333333

PgCD00838207,0.5,1.0

PgCD00838216,0.5,0.9966666666666667

PgCD00838224,0.5,1.0

NmCD00838100,0.5,1.0

NmCD00838110,0.5,1.0

NmCD00838119,0.5366666666666666,0.9533333333333334

PgCD00838208,0.5,1.0

PgCD00838217,0.5033333333333333,1.0

PgCD00838225,0.5066666666666667,1.0

NmCD00838101,0.5,1.0

NmCD00838111,0.5033333333333333,0.9933333333333333

NmCD00838121,0.5033333333333333,1.0

PgCD00838209,0.5,1.0

PgCD00838218,0.5066666666666667,0.9966666666666667

PgCD00838226,0.5066666666666667,1.0

NmCD00838102,0.5,1.0

NmCD00838112,0.5,0.9966666666666667

NmCD00838123,0.5033333333333333,1.0

PgCD00838211,0.5,0.9966666666666667

PgCD00838219,0.5,1.0

PgCD00838227,0.5,0.9966666666666667

NmCD00838103,0.5,1.0

NmCD00838113,0.5066666666666667,0.9866666666666667

NmCD00838125,0.5,1.0

PgCD00838212,0.5,1.0

PgCD00838220,0.5,1.0

PgCD00838228,0.5,1.0

NmCD00838104,0.5,1.0

NmCD00838115,0.5,1.0

NmCD00838128,0.5,1.0

PgCD00838213,0.5033333333333333,0.9933333333333333

PgCD00838221,0.5,1.0

PgCD00838229,0.5166666666666667,0.9766666666666667

NmCD00838106,0.5,1.0

NmCD00838116,0.5,1.0

NmCD00838129,0.5,1.0

PgCD00838214,0.5,1.0

PgCD00838222,0.5033333333333333,1.0

PgCD00838230,0.5033333333333333,1.0

NmCD00838130,0.5,1.0

NmCD00838138,0.5,1.0

NmCD00838152,0.5,0.9966666666666667

PgCD00838231,0.5,1.0

PgCD00838240,0.5,1.0

PgCD00838249,0.5,1.0

NmCD00838131,0.5,0.9966666666666667

NmCD00838139,0.5033333333333333,1.0

NmCD00838154,0.5,1.0

PgCD00838232,0.5,1.0

PgCD00838241,0.5,0.9966666666666667

PgCD00838250,0.5,1.0

NmCD00838132,0.5,1.0

NmCD00838140,0.5,0.9966666666666667

NmCD00838155,0.51,0.9933333333333333

PgCD00838233,0.5033333333333333,1.0

PgCD00838243,0.5066666666666667,0.9933333333333333

PgCD00838251,0.5,1.0

NmCD00838133,0.5,1.0

NmCD00838142,0.5,1.0

NmCD00838156,0.5,1.0

PgCD00838234,0.5066666666666667,0.9966666666666667

PgCD00838244,0.5033333333333333,1.0

PgCD00838252,0.52,0.9833333333333333

NmCD00838134,0.5,1.0

NmCD00838146,0.5,1.0

NmCD00838157,0.5,1.0

PgCD00838235,0.5,1.0

PgCD00838245,0.5033333333333333,0.9933333333333333

PgCD00838253,0.5,1.0

NmCD00838135,0.5,1.0

NmCD00838149,0.5033333333333333,1.0

NmCD00838158,0.5033333333333333,1.0

PgCD00838236,0.5,1.0

PgCD00838246,0.5,1.0

PgCD00838254,0.5,1.0

NmCD00838136,0.5066666666666667,0.9866666666666667

NmCD00838150,0.5,1.0

NmCD00838160,0.5,1.0

PgCD00838237,0.5033333333333333,0.9933333333333333

PgCD00838247,0.5033333333333333,1.0

PgCD00838255,0.5,1.0

NmCD00838137,0.5033333333333333,0.9966666666666667

NmCD00838151,0.5,0.9966666666666667

NmCD00838161,0.5,1.0

PgCD00838238,0.5,1.0

PgCD00838248,0.5,1.0

PgCD00838256,0.5066666666666667,0.9933333333333333

NmCD00838162,0.5,1.0

NmCD00838170,0.5,1.0

NmCD00838178,0.5,1.0

PgCD00838257,0.51,0.9933333333333333

PgCD00841659,0.5,1.0

FvCD00838267,0.5,1.0

NmCD00838163,0.5,1.0

NmCD00838171,0.5,0.9966666666666667

NmCD00838180,0.59,0.9433333333333334

PgCD00838259,0.5,1.0

PgCD00841660,0.5,1.0

FvCD00838268,0.5,1.0

NmCD00838164,0.5,1.0

NmCD00838172,0.5,0.9966666666666667

NmCD00838182,0.5033333333333333,0.9966666666666667

PgCD00838260,0.52,0.98

PgCD00841661,0.52,0.9866666666666667

FvCD00838269,0.5066666666666667,0.9933333333333333

NmCD00838165,0.5,1.0

NmCD00838173,0.5,0.9966666666666667

NmCD00838183,0.5,1.0

PgCD00838261,0.5,1.0

PgCD00841662,0.5,0.9966666666666667

FvCD00838270,0.5,0.9966666666666667

NmCD00838166,0.5,1.0

NmCD00838174,0.5,1.0

NmCD00838185,0.5066666666666667,0.9933333333333333

PgCD00838262,0.5,0.9933333333333333

PgCD00841663,0.5166666666666667,0.9833333333333333

FvCD00838272,0.5,1.0

NmCD00838167,0.5,0.9966666666666667

NmCD00838175,0.5066666666666667,0.9833333333333333

NmCD00838186,0.5,1.0

PgCD00841656,0.5,1.0

FvCD00838263,0.5,1.0

FvCD00838273,0.5033333333333333,1.0

NmCD00838168,0.5,1.0

NmCD00838176,0.5,1.0

NmCD00838188,0.5,0.9966666666666667

PgCD00841657,0.5,1.0

FvCD00838265,0.5,1.0

FvCD00838274,0.5,1.0

NmCD00838169,0.5,0.9933333333333333

NmCD00838177,0.5,1.0

NmCD00838189,0.5,1.0

PgCD00841658,0.5,1.0

FvCD00838266,0.5,0.9966666666666667

FvCD00838275,0.5,0.9966666666666667

FvCD00838276,0.5,1.0

FvCD00838285,0.5,1.0

FvCD00838294,0.5,1.0

RiCD00838375,0.5,1.0

RiCD00838386,0.5,1.0

RiCD00838397,0.5,1.0

FvCD00838277,0.5,1.0

FvCD00838286,0.5,0.9966666666666667

FvCD00838295,0.5033333333333333,0.9966666666666667

RiCD00838376,0.5,1.0

RiCD00838387,0.5,1.0

RiCD00838398,0.5033333333333333,0.9966666666666667

FvCD00838278,0.5,1.0

FvCD00838287,0.5,0.9966666666666667

FvCD00838296,0.5033333333333333,0.9966666666666667

RiCD00838377,0.5,1.0

RiCD00838388,0.5,0.9833333333333333

RiCD00838399,0.5,1.0

FvCD00838279,0.5,1.0

FvCD00838288,0.5033333333333333,1.0

FvCD00838297,0.5,1.0

RiCD00838380,0.5033333333333333,0.9966666666666667

RiCD00838389,0.5133333333333333,0.9833333333333333

RiCD00838400,0.5,1.0

FvCD00838280,0.5133333333333333,0.9966666666666667

FvCD00838290,0.5,1.0

FvCD00838298,0.5066666666666667,0.9933333333333333

RiCD00838381,0.5,1.0

RiCD00838391,0.5,1.0

RiCD00838402,0.5,1.0

FvCD00838281,0.5,1.0

FvCD00838291,0.5,1.0

FvCD00838299,0.5,1.0

RiCD00838383,0.5,1.0

RiCD00838393,0.5,0.9966666666666667

RiCD00838403,0.5,0.9933333333333333

FvCD00838283,0.5,1.0

FvCD00838292,0.5,1.0

FvCD00838300,0.5,0.9933333333333333

RiCD00838384,0.5066666666666667,0.9933333333333333

RiCD00838394,0.5,0.9966666666666667

RiCD00838404,0.5033333333333333,0.9933333333333333

FvCD00838284,0.5,1.0

FvCD00838293,0.5033333333333333,0.9966666666666667

FvCD00838306,0.5,1.0

RiCD00838385,0.5,1.0

RiCD00838396,0.5,1.0

RiCD00838405,0.5,1.0

FvCD00838308,0.5,1.0

FvCD00841626,0.5,1.0

PmCD00838315,0.5,1.0

RiCD00838406,0.5,1.0

RiCD00838415,0.5,0.9966666666666667

RiCD00838428,0.5,0.9933333333333333

FvCD00838309,0.5,1.0

FvCD00841627,0.5,1.0

PmCD00838316,0.5,1.0

