Protein,Sensitivity,Specificity

MtCD00410392,0.5,1.0

MtCD00411180,0.5,1.0

BaCD00071137,0.5,1.0

BaCD00071487,0.5,0.9966666666666667

BaCD00071592,0.5,0.9833333333333333

MtCD00848778,0.5,1.0

MtCD00410514,0.5,1.0

MtCD00411210,0.5,1.0

BaCD00071209,0.5,0.9966666666666667

BaCD00071491,0.5,1.0

BaCD00071609,0.5,0.9933333333333333

MtCD00848791,0.5,1.0

MtCD00410604,0.5,1.0

MtCD00411253,0.5,1.0

BaCD00071222,0.5033333333333333,0.9966666666666667

BaCD00071501,0.5033333333333333,0.9966666666666667

BaCD00071621,0.5033333333333333,0.9966666666666667

MtCD00848794,0.5033333333333333,1.0

MtCD00410625,0.5033333333333333,1.0

MtCD00411573,0.5033333333333333,1.0

BaCD00071224,0.5033333333333333,0.9966666666666667

BaCD00071548,0.5066666666666667,1.0

BaCD00071690,0.5,0.9966666666666667

MtCD00848795,0.5033333333333333,1.0

MtCD00410760,0.5,1.0

MtCD00411587,0.5,1.0

BaCD00071747,0.5066666666666667,0.9966666666666667

BaCD00072428,0.5033333333333333,1.0

BaCD00072718,0.5,1.0

MtCD00411590,0.5,1.0

MtCD00815425,0.5,1.0

AbCD00876239,0.5,0.9866666666666667

BaCD00071882,0.5,1.0

BaCD00072549,0.5033333333333333,1.0

BaCD00072732,0.5,1.0

MtCD00411642,0.5033333333333333,0.9933333333333333

AbCD00875913,0.5066666666666667,1.0

AbCD00876254,0.5033333333333333,1.0

BaCD00071930,0.5,0.9933333333333333

BaCD00072640,0.5,1.0

BaCD00072759,0.51,0.98

MtCD00411771,0.5,0.9966666666666667

AbCD00875999,0.5,1.0

AbCD00876268,0.5033333333333333,1.0

BaCD00072083,0.5,1.0

BaCD00072647,0.5,1.0

BaCD00072760,0.5,1.0

MtCD00411800,0.5,1.0

AbCD00876048,0.5033333333333333,1.0

AbCD00876320,0.5,1.0

BaCD00072187,0.5,1.0

BaCD00072664,0.5,1.0

BaCD00072765,0.52,0.9866666666666667

MtCD00411803,0.5,1.0

AbCD00876052,0.5,1.0

AbCD00876420,0.5,1.0

BaCD00072190,0.5,1.0

BaCD00072695,0.5,1.0

BaCD00072774,0.5,1.0

MtCD00411823,0.5,1.0

AbCD00876053,0.51,0.9933333333333333

AbCD00876421,0.5,1.0

BaCD00072317,0.5066666666666667,1.0

BaCD00072697,0.5,1.0

BaCD00072798,0.5,1.0

MtCD00412192,0.54,0.9833333333333333

AbCD00876081,0.5066666666666667,1.0

AbCD00876453,0.5066666666666667,1.0

BaCD00072346,0.5466666666666666,0.9566666666666667

BaCD00072705,0.5066666666666667,0.9966666666666667

BaCD00072812,0.5066666666666667,1.0

MtCD00412203,0.5,0.9933333333333333

AbCD00876098,0.5066666666666667,1.0

AcCD00875904,0.51,0.9933333333333333

AcCD00875906,0.5033333333333333,1.0

AcCD00876003,0.5033333333333333,1.0

AcCD00876138,0.5033333333333333,1.0

AcCD00876340,0.5,0.9966666666666667

AcCD00876376,0.5033333333333333,0.9866666666666667

AcCD00876424,0.5,0.9933333333333333

AcCD00875911,0.5,1.0

AcCD00876006,0.5,0.9933333333333333

AcCD00876139,0.5,1.0

AcCD00876352,0.5166666666666667,0.99

AcCD00876380,0.5,1.0

AcCD00876427,0.5,1.0

AcCD00875931,0.51,0.9766666666666667

AcCD00876026,0.5,1.0

AcCD00876202,0.5,0.9933333333333333

AcCD00876358,0.5,1.0

AcCD00876390,0.5,0.9966666666666667

AcCD00876428,0.51,0.9966666666666667

AcCD00875932,0.51,0.9966666666666667

AcCD00876044,0.51,0.9933333333333333

AcCD00876251,0.5,1.0

AcCD00876359,0.5433333333333333,0.9466666666666667

AcCD00876392,0.5066666666666667,0.9966666666666667

AcCD00876429,0.5966666666666667,0.9433333333333334

AcCD00875940,0.6233333333333333,0.8733333333333333

AcCD00876049,0.51,0.99

AcCD00876259,0.5,1.0

AcCD00876363,0.5166666666666667,0.99

AcCD00876396,0.5133333333333333,1.0

AcCD00876430,0.5,0.9966666666666667

AcCD00875945,0.5366666666666666,0.95

AcCD00876056,0.5033333333333333,1.0

AcCD00876273,0.5,1.0

AcCD00876366,0.5166666666666667,0.98

AcCD00876401,0.5466666666666666,0.9633333333333334

AcCD00876431,0.5,1.0

AcCD00875991,0.5033333333333333,0.9966666666666667

AcCD00876079,0.5033333333333333,0.9966666666666667

AcCD00876307,0.51,0.9833333333333333

AcCD00876372,0.5033333333333333,0.99

AcCD00876408,0.5,1.0

AcCD00876435,0.5,1.0

AcCD00875996,0.5033333333333333,1.0

AcCD00876101,0.5066666666666667,1.0

AcCD00876356,0.51,0.99

AcCD00876374,0.51,0.9933333333333333

AcCD00876423,0.5,1.0

AcCD00876436,0.5,1.0

AcCD00876360,0.5,1.0

AcCD00876438,0.5133333333333333,0.9666666666666667

AcCD00875930,0.5,1.0

AcCD00876437,0.5,0.9966666666666667

AoCD00875990,0.5,0.9933333333333333

AoCD00876134,0.5,0.9966666666666667

AcCD00876370,0.5133333333333333,0.9933333333333333

AcCD00876450,0.5,0.9966666666666667

AcCD00875937,0.5033333333333333,0.9933333333333333

AcCD00876441,0.5133333333333333,0.9833333333333333

AoCD00876043,0.5,1.0

AoCD00876135,0.5,1.0

AcCD00876399,0.5233333333333333,0.9733333333333334

AcCD00876455,0.51,1.0

AcCD00875939,0.5,1.0

AcCD00876442,0.5,0.9966666666666667

AoCD00876055,0.5,1.0

AoCD00876136,0.5,0.9966666666666667

AcCD00876402,0.5,1.0

AcCD00875907,0.5,1.0

AcCD00875944,0.5466666666666666,0.9766666666666667

AcCD00876443,0.5,1.0

AoCD00876060,0.5766666666666667,0.9466666666666667

AoCD00876267,0.5166666666666667,0.9866666666666667

AcCD00876404,0.5,1.0

AcCD00875908,0.5066666666666667,0.9966666666666667

AcCD00875985,0.5,0.9933333333333333

AcCD00876449,0.5133333333333333,0.99

AoCD00876067,0.5,0.99

AoCD00876270,0.5,1.0

AcCD00876406,0.5,1.0

AcCD00875925,0.5,1.0

AcCD00875989,0.5,0.9966666666666667

AcCD00876452,0.5466666666666666,0.9633333333333334

AoCD00876073,0.5066666666666667,0.9966666666666667

CtCD00875916,0.5433333333333333,0.9766666666666667

AcCD00876410,0.5,1.0

AcCD00875926,0.54,0.9733333333333334

AcCD00875993,0.5033333333333333,0.99

AoCD00875983,0.5,0.99

AoCD00876075,0.5,1.0

CtCD00875942,0.51,0.99

AcCD00876425,0.5,1.0

AcCD00875927,0.5066666666666667,0.9933333333333333

AcCD00875994,0.5066666666666667,1.0

AoCD00875986,0.5033333333333333,0.9966666666666667

AoCD00876113,0.5,1.0

CtCD00875974,0.5833333333333334,0.89

AcCD00876002,0.5033333333333333,1.0

AcCD00876069,0.5,1.0

AcCD00876123,0.5,1.0

CtCD00875978,0.5,1.0

CtCD00876126,0.5033333333333333,0.9966666666666667

CtCD00876257,0.5033333333333333,0.9966666666666667

AcCD00876009,0.5,1.0

AcCD00876094,0.5066666666666667,1.0

AcCD00876175,0.5,1.0

CtCD00875980,0.53,0.9733333333333334

CtCD00876140,0.5233333333333333,0.9766666666666667

CtCD00876263,0.54,0.9433333333333334

AcCD00876016,0.5,1.0

AcCD00876095,0.5,1.0

AcCD00876176,0.5,1.0

CtCD00875995,0.5033333333333333,1.0

CtCD00876141,0.5,0.9966666666666667

CtCD00876301,0.5,0.9966666666666667

AcCD00876019,0.5,1.0

AcCD00876099,0.5033333333333333,1.0

AcCD00876177,0.5,1.0

CtCD00876000,0.5,0.9933333333333333

CtCD00876142,0.5066666666666667,0.9866666666666667

CtCD00876312,0.5,0.9966666666666667

AcCD00876046,0.5,0.9933333333333333

AcCD00876100,0.5,1.0

AcCD00876179,0.5,0.9966666666666667

CtCD00876070,0.5033333333333333,0.9966666666666667

CtCD00876143,0.57,0.93

CtCD00876317,0.5,1.0

AcCD00876051,0.5033333333333333,0.9966666666666667

AcCD00876104,0.5,0.9966666666666667

AcCD00876180,0.5,1.0

CtCD00876082,0.5033333333333333,1.0

CtCD00876144,0.5033333333333333,1.0

CtCD00876365,0.5,1.0

AcCD00876057,0.5033333333333333,0.9966666666666667

AcCD00876105,0.5,1.0

AcCD00876185,0.5366666666666666,0.9833333333333333

CtCD00876111,0.5,1.0

CtCD00876210,0.5,0.9966666666666667

CtCD00876367,0.5,1.0

AcCD00876066,0.5033333333333333,0.9966666666666667

AcCD00876118,0.5033333333333333,0.9966666666666667

AcCD00876186,0.5033333333333333,0.9966666666666667

CtCD00876125,0.5033333333333333,0.99

CtCD00876219,0.5033333333333333,0.9966666666666667

CtCD00876368,0.5033333333333333,1.0

AcCD00876187,0.5,1.0

AcCD00876271,0.5066666666666667,0.9966666666666667

AcCD00876310,0.5,1.0

CtCD00876384,0.5,1.0

KoCD00875914,0.5033333333333333,0.9966666666666667

KoCD00875977,0.5,0.99

AcCD00876188,0.5,1.0

AcCD00876274,0.5066666666666667,1.0

AcCD00876313,0.5,1.0

CtCD00876388,0.5,0.9966666666666667

KoCD00875915,0.5,1.0

KoCD00875981,0.5033333333333333,0.9866666666666667

AcCD00876201,0.5,1.0

AcCD00876284,0.5,1.0

AcCD00876315,0.5,1.0

CtCD00876393,0.5,0.9966666666666667

KoCD00875923,0.5,0.9933333333333333

KoCD00875982,0.5,0.9966666666666667

AcCD00876238,0.5466666666666666,0.96

AcCD00876287,0.5066666666666667,0.9933333333333333

AcCD00876316,0.5,0.9966666666666667

CtCD00876409,0.52,0.98

KoCD00875924,0.5033333333333333,1.0

KoCD00875987,0.5,0.9933333333333333

AcCD00876246,0.5,1.0

AcCD00876292,0.5,1.0

AcCD00876325,0.53,0.9633333333333334

CtCD00876426,0.5,1.0

KoCD00875941,0.5033333333333333,1.0

KoCD00875992,0.5,1.0

AcCD00876255,0.5,1.0

AcCD00876299,0.5,1.0

AcCD00876334,0.5,1.0

CtCD00876445,0.5,0.9966666666666667

KoCD00875946,0.5,1.0

KoCD00876001,0.53,0.9833333333333333

AcCD00876264,0.5,0.9933333333333333

AcCD00876303,0.5133333333333333,0.9866666666666667

AcCD00876336,0.5033333333333333,1.0

CtCD00876447,0.5033333333333333,0.9966666666666667

KoCD00875951,0.51,1.0

KoCD00876005,0.5066666666666667,1.0

AcCD00876269,0.5,1.0

AcCD00876306,0.5,1.0

AcCD00876337,0.5033333333333333,0.9966666666666667

KoCD00875905,0.51,0.9933333333333333

KoCD00875975,0.61,0.8833333333333333

KoCD00876008,0.5033333333333333,1.0

KoCD00876011,0.5,1.0

KoCD00876024,0.5,1.0

KoCD00876065,0.5,1.0

KoCD00876314,0.5,0.9933333333333333

KoCD00876345,0.5033333333333333,1.0

KoCD00876377,0.5033333333333333,1.0

KoCD00876013,0.6333333333333333,0.9

KoCD00876033,0.5,1.0

KoCD00876072,0.5,0.9966666666666667

KoCD00876318,0.5,0.9966666666666667

KoCD00876347,0.5,0.99

KoCD00876379,0.5,0.9966666666666667

KoCD00876014,0.63,0.8866666666666667

KoCD00876034,0.5,0.9966666666666667

KoCD00876074,0.5,1.0

KoCD00876322,0.5,1.0

KoCD00876351,0.5,1.0

KoCD00876382,0.6633333333333333,0.7766666666666666

KoCD00876015,0.5,0.9866666666666667

KoCD00876038,0.7433333333333333,0.7566666666666667

KoCD00876077,0.5033333333333333,0.9933333333333333

KoCD00876323,0.5,1.0

KoCD00876355,0.5,1.0

KoCD00876391,0.5,0.9966666666666667

KoCD00876020,0.5,1.0

KoCD00876041,0.5,1.0

KoCD00876078,0.5033333333333333,0.9966666666666667

KoCD00876329,0.53,0.9866666666666667

KoCD00876357,0.6166666666666667,0.8933333333333333

KoCD00876395,0.5,1.0

KoCD00876021,0.5,1.0

KoCD00876042,0.5033333333333333,1.0

KoCD00876080,0.5033333333333333,1.0

KoCD00876330,0.5,0.99

KoCD00876364,0.5,1.0

KoCD00876397,0.5,1.0

KoCD00876022,0.5,0.9966666666666667

KoCD00876054,0.5,1.0

KoCD00876087,0.5,1.0

KoCD00876339,0.5,1.0

KoCD00876371,0.5,1.0

KoCD00876407,0.5133333333333333,0.9966666666666667

KoCD00876023,0.5133333333333333,1.0

KoCD00876062,0.5066666666666667,0.9966666666666667

KoCD00876088,0.5033333333333333,1.0

KoCD00876342,0.5033333333333333,1.0

KoCD00876375,0.5033333333333333,0.9966666666666667

KoCD00876433,0.5,1.0

KoCD00876089,0.5,1.0

KoCD00876117,0.5,0.99

KoCD00876164,0.5,1.0

KoCD00876434,0.5133333333333333,0.9866666666666667

PmCD00875917,0.5,0.9966666666666667

PmCD00875976,0.55,0.96

KoCD00876096,0.5,1.0

KoCD00876119,0.5,1.0

KoCD00876165,0.5033333333333333,1.0

KoCD00876439,0.5,0.9966666666666667

PmCD00875918,0.51,0.9933333333333333

PmCD00875984,0.51,0.9966666666666667

KoCD00876103,0.5,1.0

KoCD00876120,0.76,0.7233333333333334

KoCD00876166,0.5,1.0

KoCD00876446,0.5566666666666666,0.9533333333333334

PmCD00875919,0.5,0.9966666666666667

PmCD00875988,0.5,1.0

KoCD00876106,0.52,0.9866666666666667

KoCD00876127,0.5,1.0

KoCD00876167,0.5,0.9933333333333333

KoCD00876448,0.5233333333333333,0.98

PmCD00875921,0.5,0.9966666666666667

PmCD00875998,0.5,1.0

KoCD00876108,0.5033333333333333,1.0

KoCD00876130,0.5066666666666667,0.9966666666666667

KoCD00876168,0.5,1.0

KoCD00876451,0.5133333333333333,0.99

PmCD00875933,0.5066666666666667,1.0

PmCD00876004,0.5,1.0

KoCD00876110,0.5033333333333333,0.9933333333333333

KoCD00876132,0.5,1.0

KoCD00876169,0.5,1.0

PmCD00875903,0.5033333333333333,0.99

PmCD00875936,0.5,1.0

PmCD00876007,0.5,0.9966666666666667

KoCD00876112,0.5,0.99

KoCD00876133,0.5033333333333333,0.9966666666666667

KoCD00876171,0.5,0.9933333333333333

PmCD00875909,0.5,0.9966666666666667

PmCD00875943,0.5,1.0

PmCD00876017,0.69,0.81

KoCD00876116,0.5,1.0

KoCD00876163,0.5033333333333333,1.0

KoCD00876172,0.5,1.0

PmCD00875910,0.5,0.9833333333333333

PmCD00875947,0.5033333333333333,1.0

PmCD00876027,0.5,0.9966666666666667

KoCD00876173,0.5,1.0

KoCD00876195,0.5,1.0

KoCD00876213,0.5,1.0

PmCD00876028,0.5033333333333333,1.0

PmCD00876039,0.5,1.0

PmCD00876107,0.5,1.0

KoCD00876174,0.5,1.0

KoCD00876197,0.5,1.0

KoCD00876214,0.5,1.0

PmCD00876029,0.5033333333333333,1.0

PmCD00876040,0.5,1.0

PmCD00876109,0.5266666666666666,0.9733333333333334

KoCD00876178,0.5033333333333333,0.9966666666666667

KoCD00876198,0.5,0.9966666666666667

KoCD00876215,0.5,1.0

PmCD00876030,0.5066666666666667,0.99

PmCD00876071,0.51,0.9933333333333333

PmCD00876114,0.51,0.9933333333333333

KoCD00876181,0.5,0.9966666666666667

KoCD00876200,0.5,1.0

KoCD00876224,0.5,0.9966666666666667

PmCD00876031,0.5,1.0

PmCD00876084,0.5033333333333333,0.9933333333333333

PmCD00876115,0.5,0.9966666666666667

KoCD00876182,0.51,0.99

KoCD00876206,0.5033333333333333,0.9966666666666667

KoCD00876225,0.5,1.0

PmCD00876032,0.5366666666666666,0.9466666666666667

PmCD00876085,0.5,0.9966666666666667

PmCD00876122,0.5,0.9966666666666667

KoCD00876183,0.5033333333333333,0.9933333333333333

KoCD00876207,0.5,1.0

KoCD00876226,0.5,1.0

PmCD00876035,0.5,0.9966666666666667

PmCD00876086,0.5,1.0

PmCD00876124,0.5,0.9933333333333333

KoCD00876193,0.5,0.9933333333333333

KoCD00876208,0.5,1.0

KoCD00876230,0.5,1.0

PmCD00876036,0.5066666666666667,1.0

PmCD00876093,0.5,0.9933333333333333

PmCD00876129,0.7866666666666666,0.7433333333333333

KoCD00876194,0.5,1.0

KoCD00876209,0.5033333333333333,0.9966666666666667

KoCD00876231,0.5,1.0

PmCD00876037,0.5,0.9933333333333333

PmCD00876102,0.5033333333333333,1.0

PmCD00876131,0.5,1.0

KoCD00876232,0.5,1.0

KoCD00876256,0.5166666666666667,0.9766666666666667

KoCD00876290,0.5033333333333333,0.99

PmCD00876146,0.5,1.0

PmCD00876199,0.5,1.0

PmCD00876220,0.5,1.0

KoCD00876236,0.5033333333333333,0.9966666666666667

KoCD00876262,0.51,0.9866666666666667

KoCD00876291,0.5,1.0

PmCD00876147,0.5,1.0

PmCD00876203,0.5,1.0

PmCD00876221,0.5,1.0

KoCD00876244,0.5,1.0

KoCD00876276,0.5,1.0

KoCD00876293,0.5,1.0

PmCD00876148,0.5033333333333333,1.0

PmCD00876204,0.5,1.0

PmCD00876222,0.5,0.9966666666666667

KoCD00876245,0.5,0.9966666666666667

KoCD00876278,0.5,1.0

KoCD00876296,0.5,0.9966666666666667

PmCD00876149,0.5,1.0

PmCD00876205,0.5,1.0

PmCD00876223,0.5,1.0

KoCD00876247,0.5,1.0

KoCD00876280,0.5033333333333333,0.9933333333333333

KoCD00876298,0.5166666666666667,0.9833333333333333

PmCD00876150,0.5,1.0

PmCD00876211,0.5,1.0

PmCD00876227,0.5,0.9966666666666667

KoCD00876248,0.5033333333333333,1.0

KoCD00876281,0.5133333333333333,0.9833333333333333

KoCD00876300,0.5,1.0

PmCD00876151,0.5,1.0

PmCD00876212,0.5,1.0

PmCD00876228,0.5166666666666667,0.9866666666666667

KoCD00876252,0.5,1.0

KoCD00876283,0.5,0.99

KoCD00876305,0.5,0.9966666666666667

PmCD00876153,0.5,1.0

PmCD00876216,0.5,0.9966666666666667

PmCD00876229,0.5,1.0

KoCD00876253,0.5,1.0

KoCD00876288,0.5,1.0

KoCD00876309,0.5,1.0

PmCD00876154,0.51,0.9966666666666667

PmCD00876217,0.5,1.0

PmCD00876235,0.5033333333333333,0.9966666666666667

PmCD00876240,0.5,1.0

PmCD00876302,0.5,0.9933333333333333

PmCD00876343,0.5,1.0

SpCD00876415,0.5066666666666667,0.99

HsCD00076972,0.5066666666666667,0.9966666666666667

HsCD00077419,0.5133333333333333,1.0

PmCD00876242,0.5,1.0

PmCD00876304,0.53,0.97

PmCD00876353,0.5,0.9966666666666667

SpCD00876419,0.5033333333333333,1.0

HsCD00077000,0.5,1.0

HsCD00077439,0.5,1.0

PmCD00876260,0.5033333333333333,1.0

PmCD00876308,0.5,1.0

PmCD00876361,0.5,0.9966666666666667

HsCD00076570,0.5033333333333333,0.9966666666666667

HsCD00077132,0.5,1.0

HsCD00077725,0.52,1.0

PmCD00876261,0.5,0.9933333333333333

PmCD00876311,0.5033333333333333,0.9966666666666667

PmCD00876362,0.5,1.0

HsCD00076603,0.5533333333333333,0.93

HsCD00077197,0.5,1.0

HsCD00078234,0.5,1.0

PmCD00876272,0.5133333333333333,0.9866666666666667

PmCD00876326,0.5133333333333333,0.99

PmCD00876373,0.7366666666666667,0.76

HsCD00076782,0.5033333333333333,0.9933333333333333

HsCD00077206,0.5,1.0

HsCD00078311,0.5,1.0

PmCD00876277,0.52,0.99

PmCD00876327,0.5033333333333333,0.9933333333333333

PmCD00876378,0.5,1.0

HsCD00076807,0.51,0.99

HsCD00077227,0.5,1.0

HsCD00078447,0.5,1.0

PmCD00876285,0.5,1.0

PmCD00876328,0.5033333333333333,0.9933333333333333

PmCD00876381,0.5,0.9966666666666667

HsCD00076834,0.5,1.0

HsCD00077228,0.5033333333333333,1.0

HsCD00078691,0.5233333333333333,0.9866666666666667

PmCD00876286,0.5,1.0

PmCD00876333,0.5,1.0

PmCD00876383,0.5733333333333334,0.8866666666666667

HsCD00076847,0.5033333333333333,0.9966666666666667

HsCD00077387,0.5,1.0

HsCD00078783,0.5,1.0

PmCD00876385,0.5,1.0

SaCD00875928,0.8033333333333333,0.6966666666666667

SaCD00875958,0.5,1.0

HsCD00078822,0.5,1.0

HsCD00301655,0.5,0.9966666666666667

HsCD00357087,0.5133333333333333,0.9933333333333333

PmCD00876389,0.5,1.0

SaCD00875935,0.53,0.9666666666666667

SaCD00875959,0.5,1.0

HsCD00079270,0.5266666666666666,0.99

HsCD00301813,0.5,1.0

HsCD00357115,0.5,1.0

PmCD00876405,0.5066666666666667,0.9966666666666667

SaCD00875952,0.5,1.0

SaCD00875960,0.5,1.0

HsCD00300068,0.5,1.0

HsCD00302912,0.5,1.0

HsCD00357351,0.5166666666666667,0.98

PmCD00876412,0.5433333333333333,0.9233333333333333

SaCD00875953,0.5,0.9966666666666667

SaCD00875961,0.5,1.0

HsCD00301198,0.5066666666666667,0.99

HsCD00304042,0.5033333333333333,0.9966666666666667

HsCD00357504,0.5,1.0

PmCD00876416,0.5066666666666667,0.9966666666666667

SaCD00875954,0.5066666666666667,1.0

SaCD00875962,0.5,1.0

HsCD00301316,0.5033333333333333,1.0

HsCD00304090,0.5,1.0

HsCD00357530,0.5,0.9933333333333333

PmCD00876417,0.5,1.0

SaCD00875955,0.5,0.9966666666666667

SaCD00875963,0.5,1.0

HsCD00301340,0.5266666666666666,0.9666666666666667

HsCD00305428,0.5,1.0

HsCD00357839,0.5,1.0

PmCD00876422,0.5033333333333333,1.0

SaCD00875956,0.5,1.0

SaCD00875964,0.5033333333333333,0.9933333333333333

HsCD00301563,0.5,1.0

HsCD00356362,0.5,1.0

HsCD00357907,0.5,1.0

PmCD00876432,0.5,1.0

SaCD00875957,0.5,1.0

SaCD00875965,0.5,1.0

HsCD00301595,0.5,0.9966666666666667

HsCD00356738,0.5,1.0

HsCD00402730,0.52,0.9866666666666667

SaCD00875968,0.5,1.0

SaCD00876059,0.5,1.0

SaCD00876348,0.8233333333333334,0.6766666666666666

HsCD00403226,0.5,1.0

HsCD00404359,0.5166666666666667,0.9766666666666667

HsCD00620918,0.51,1.0

SaCD00875969,0.5,1.0

SaCD00876091,0.5,0.9966666666666667

SaCD00876454,0.9,0.6366666666666667

HsCD00403273,0.5,1.0

HsCD00404389,0.5066666666666667,1.0

HsCD00620960,0.5,1.0

SaCD00875970,0.5,0.9966666666666667

SaCD00876190,0.5033333333333333,0.99

SpCD00875920,0.5,0.9966666666666667

HsCD00403382,0.5033333333333333,0.9966666666666667

HsCD00404597,0.5933333333333334,0.9366666666666666

HsCD00629921,0.5366666666666666,0.9533333333333334

SaCD00875972,0.5,1.0

SaCD00876191,0.6133333333333333,0.9133333333333333

SpCD00875929,0.91,0.5866666666666667

HsCD00403520,0.5,0.9933333333333333

HsCD00404780,0.5,1.0

HsCD00629924,0.5,1.0

SaCD00875979,0.5,1.0

SaCD00876192,0.5,1.0

SpCD00875948,0.8266666666666667,0.6266666666666667

HsCD00403649,0.5,1.0

HsCD00404908,0.5,0.9966666666666667

HsCD00630129,0.5,0.9966666666666667

SaCD00876025,0.5766666666666667,0.9166666666666666

SaCD00876233,0.5,1.0

SpCD00875966,0.5,0.9966666666666667

HsCD00404005,0.5,1.0

HsCD00404920,0.5233333333333333,0.98

HsCD00630318,0.5,1.0

SaCD00876047,0.5066666666666667,0.9933333333333333

SaCD00876250,0.5533333333333333,0.97

SpCD00875967,0.5033333333333333,0.9833333333333333

HsCD00404149,0.5033333333333333,1.0

HsCD00404999,0.5,1.0

HsCD00630331,0.5566666666666666,0.9433333333333334

SaCD00876058,0.5,1.0

SaCD00876265,0.5,0.9966666666666667

SpCD00875971,0.5,0.9933333333333333

HsCD00404343,0.5,0.9933333333333333

HsCD00620865,0.5,0.9966666666666667

HsCD00630796,0.5033333333333333,0.9966666666666667

SpCD00875973,0.5,0.9966666666666667

SpCD00876158,0.8633333333333333,0.6466666666666666

SpCD00876341,0.59,0.92

HsCD00630867,0.5066666666666667,0.9933333333333333

HsCD00639754,0.5,1.0

HsCD00640757,0.5,1.0

SpCD00876064,0.5,1.0

SpCD00876159,0.8233333333333334,0.6633333333333333

SpCD00876344,0.86,0.68

HsCD00630968,0.5,1.0

HsCD00639934,0.5,0.9933333333333333

HsCD00640758,0.5633333333333334,0.9433333333333334

SpCD00876068,0.8033333333333333,0.6866666666666666

SpCD00876160,0.7033333333333334,0.76

SpCD00876349,0.8966666666666666,0.6166666666666667

HsCD00631061,0.5,0.9966666666666667

HsCD00640092,0.5,1.0

HsCD00640774,0.5,1.0

SpCD00876076,0.59,0.89

SpCD00876161,0.5,1.0

SpCD00876354,0.5866666666666667,0.9133333333333333

HsCD00631086,0.5,1.0

HsCD00640130,0.5033333333333333,0.9966666666666667

HsCD00640823,0.5233333333333333,0.9866666666666667

SpCD00876092,0.5033333333333333,1.0

SpCD00876243,0.5,0.9966666666666667

SpCD00876387,0.87,0.6133333333333333

HsCD00631089,0.5233333333333333,0.9733333333333334

HsCD00640198,0.5,1.0

HsCD00640905,0.5066666666666667,0.9833333333333333

SpCD00876155,0.5,1.0

SpCD00876321,0.5066666666666667,1.0

SpCD00876394,0.5033333333333333,0.9833333333333333

HsCD00631213,0.5033333333333333,0.9966666666666667

HsCD00640409,0.51,0.9933333333333333

HsCD00640938,0.5566666666666666,0.9633333333333334

SpCD00876156,0.5,1.0

SpCD00876324,0.8466666666666667,0.6033333333333334

SpCD00876413,0.9366666666666666,0.5533333333333333

HsCD00631561,0.5033333333333333,0.9966666666666667

HsCD00640541,0.5,1.0

HsCD00640967,0.5,1.0

SpCD00876157,0.5,0.9966666666666667

SpCD00876331,0.6666666666666666,0.8666666666666667

SpCD00876414,0.7866666666666666,0.74

HsCD00632734,0.5066666666666667,0.9933333333333333

HsCD00640657,0.5,1.0

HsCD00640990,0.5,0.9966666666666667

HsCD00641133,0.5033333333333333,0.9966666666666667

HsCD00730212,0.5166666666666667,0.9833333333333333

HsCD00730864,0.5,1.0

HsCD00844339,0.5,1.0

HsCD00847034,0.5,0.9966666666666667

HsCD00863727,0.55,0.95

HsCD00641176,0.5,1.0

HsCD00730246,0.5,1.0

HsCD00730949,0.52,0.9866666666666667

HsCD00844341,0.5,0.9966666666666667

HsCD00847118,0.5,1.0

HsCD00863955,0.5,1.0

HsCD00641654,0.5,1.0

HsCD00730601,0.5066666666666667,0.9966666666666667

HsCD00730956,0.5,0.9933333333333333

HsCD00846323,0.5,0.9966666666666667

HsCD00857974,0.5,1.0

HsCD00865228,0.5,1.0

HsCD00641944,0.5,1.0

HsCD00730729,0.5066666666666667,0.9866666666666667

HsCD00731046,0.5133333333333333,0.94

HsCD00846385,0.51,0.9966666666666667

HsCD00859076,0.5366666666666666,0.9566666666666667

HsCD00867585,0.5033333333333333,0.9966666666666667

HsCD00674128,0.5,0.9966666666666667

